NeuralNetwork	[1]	92.24380734167073	94.41588577583548
NeuralNetwork	[1, 1]	92.93362723533151	91.83771412565875
NeuralNetwork	[1, 1, 1]	92.89105557790492	92.10922637603657
NeuralNetwork	[1, 1, 1, 1]	92.68876426184171	92.96022875876857
NeuralNetwork	[1, 1, 1, 1, 1]	92.3037688926561	94.64220650229741
NeuralNetwork	[2]	91.64421859106398	90.10612806205961
NeuralNetwork	[2, 2]	91.01381361792733	90.63656118514514
NeuralNetwork	[2, 2, 2]	91.19300504138322	91.88814627267197
NeuralNetwork	[2, 2, 2, 2]	90.84939326110849	91.57105105253284
NeuralNetwork	[2, 2, 2, 2, 2]	91.32803708702052	89.77069658538949
NeuralNetwork	[5]	89.21237494930234	90.17150596100753
NeuralNetwork	[5, 5]	87.08292727565733	89.77793198724453
NeuralNetwork	[5, 5, 5]	88.58449850753526	87.38111199767917
NeuralNetwork	[5, 5, 5, 5]	87.82399000969853	87.5587035446502
NeuralNetwork	[5, 5, 5, 5, 5]	87.80502071783998	90.74857422183783
NeuralNetwork	[10]	86.39408867085662	90.19419826691406
NeuralNetwork	[10, 10]	83.62874351580685	88.31798890681705
NeuralNetwork	[10, 10, 10]	84.02935556070383	88.05800291340417
NeuralNetwork	[10, 10, 10, 10]	86.81208960523323	85.94261137345399
NeuralNetwork	[10, 10, 10, 10, 10]	84.22695067128892	88.3036698051465
NeuralNetwork	[20]	84.79445792124244	87.63492568530557
NeuralNetwork	[20, 20]	81.33513110222476	85.02318468443538
NeuralNetwork	[20, 20, 20]	82.07981814791192	84.43609031032497
NeuralNetwork	[20, 20, 20, 20]	82.19312724664105	86.93625896669711
NeuralNetwork	[20, 20, 20, 20, 20]	83.69924592189687	86.32066968032423
NeuralNetworkReLU	[1]	92.57202429913401	95.61995694171479
NeuralNetworkReLU	[1, 1]	93.12495579192876	93.04102333305867
NeuralNetworkReLU	[1, 1, 1]	101.7674291199583	105.48652424630637
NeuralNetworkReLU	[1, 1, 1, 1]	99.70391782418695	97.51172431289872
NeuralNetworkReLU	[1, 1, 1, 1, 1]	99.58181616604075	98.0641735594317
NeuralNetworkReLU	[2]	91.93207392987999	90.80818444682005
NeuralNetworkReLU	[2, 2]	91.24080715162201	92.06746747277971
NeuralNetworkReLU	[2, 2, 2]	95.68884715125121	95.22038461160781
NeuralNetworkReLU	[2, 2, 2, 2]	93.0520612957431	89.31722896207931
NeuralNetworkReLU	[2, 2, 2, 2, 2]	102.46080311700746	102.7506697474763
NeuralNetworkReLU	[5]	88.82466542822714	89.77681332810933
NeuralNetworkReLU	[5, 5]	87.77626404606248	90.77989892909032
NeuralNetworkReLU	[5, 5, 5]	88.65134993867223	87.30071759606695
NeuralNetworkReLU	[5, 5, 5, 5]	88.41296692999957	89.9593312146174
NeuralNetworkReLU	[5, 5, 5, 5, 5]	88.61034510356747	90.38525231307783
NeuralNetworkReLU	[10]	87.47756387576023	87.39006072430959
NeuralNetworkReLU	[10, 10]	86.03702449220127	88.63953208782124
NeuralNetworkReLU	[10, 10, 10]	85.51321173776869	87.4746400507532
NeuralNetworkReLU	[10, 10, 10, 10]	86.50353886801675	90.11152408182811
NeuralNetworkReLU	[10, 10, 10, 10, 10]	87.8085748214907	88.29878015661019
NeuralNetworkReLU	[20]	84.51766497560074	87.8222052732565
NeuralNetworkReLU	[20, 20]	84.2189631161481	86.14290397257737
NeuralNetworkReLU	[20, 20, 20]	84.05428941544388	87.78681241343308
NeuralNetworkReLU	[20, 20, 20, 20]	84.53394147896535	85.29246812719244
NeuralNetworkReLU	[20, 20, 20, 20, 20]	84.06468294897275	87.30430130174409


NeuralNetwork	10	97.72247843463357	99.55808887057275
NeuralNetwork	50	88.28048265128557	88.84716843132935
NeuralNetwork	100	81.5198543691014	88.61642755759313
NeuralNetwork	200	72.3008549120051	86.30673160703118
NeuralNetwork	500	60.80145135851217	85.88826755589206
NeuralNetworkReLU	10	99.42898746277923	97.63626709827014
NeuralNetworkReLU	50	87.72427289503547	91.15006200191972
NeuralNetworkReLU	100	82.49363550062456	84.51549889064
NeuralNetworkReLU	200	77.59319195066989	82.38990982792582
NeuralNetworkReLU	500	73.30625218585199	82.87918439243931


10	[1]	99.24390925804677	99.90422086235026
50	[1]	92.51846540805214	96.12455350893653
100	[1]	94.90160008727334	96.54115315961944
200	[1]	92.71657261493276	94.73215829684227
500	[1]	96.45086874730215	92.89440833006724
10	[1, 1]	101.40612192597838	98.8738769272987
50	[1, 1]	100.18350471138625	95.6288357713871
100	[1, 1]	101.01899916339346	100.09303955729446
200	[1, 1]	98.32618835868527	98.96112315815127
500	[1, 1]	96.61833693402689	94.18857613252908
10	[1, 1, 1]	102.90494147687059	98.64941343894087
50	[1, 1, 1]	99.5561078942191	101.88600486833691
100	[1, 1, 1]	100.17385070851203	99.50819332849227
200	[1, 1, 1]	100.39832212944134	101.09309051648064
500	[1, 1, 1]	99.0439214319711	99.07063408876843
10	[1, 1, 1, 1]	102.9623004679483	100.41792076140655
50	[1, 1, 1, 1]	100.20267166003799	102.85752161506174
100	[1, 1, 1, 1]	101.10449905844204	101.79117579925953
200	[1, 1, 1, 1]	101.98887920640324	104.36867490995458
500	[1, 1, 1, 1]	99.87205794814884	100.74037971952987
10	[1, 1, 1, 1, 1]	102.53295916408315	102.4384530055637
50	[1, 1, 1, 1, 1]	101.69737601227699	104.76964255687288
100	[1, 1, 1, 1, 1]	102.4341122382179	102.10583287193532
200	[1, 1, 1, 1, 1]	100.06415227499429	100.1598758998192
